ID_licenciamentos_marcas;licenciamentos;subcategoria_veiculo;marca;mes;ano
1082;0;8;32;dez;2024
1083;1;8;26;jan;2024
1084;2;8;26;fev;2024
1085;0;8;26;mar;2024
1086;1;8;26;abr;2024
1087;1;8;26;mai;2024
1088;0;8;26;jun;2024
1089;0;8;26;jul;2024
1090;0;8;26;ago;2024
1091;0;8;26;set;2024
1092;0;8;26;out;2024
1093;0;8;26;nov;2024
1094;0;8;26;dez;2024
